university,course,ucas_code,degree_level,study_mode,duration,alevel_grades,alevel_details,ib_points_raw,ib_points_numeric,ib_details,course_url,provider_url,description,qualification,required_subjects,subject_req_status
University of Edinburgh,Anatomy And Development,C183,Degree level: Undergraduate,Full-time,4 years,AAB,AAB in one year. These grades should be achieved in one year. Required subjects: A levels: Biology and Chemistry at B. Mathematics or Physics is recommended. GCSEs: Mathematics at B or 6 and English at C or 4.,34 points,34.0,"34 points with 655 at HL. Required subjects: HL: Biology and Chemistry, one at 5 and one at 6. Mathematics or Physics is recommended. SL: English at 5 and Mathematics: Analysis and approaches or Mathematics: Applications and interpretation at 5. If Mathematics and English Language do not form part of your IB diploma we will also accept GCSE Mathematics, or equivalent, at B/6 and GCSE English Language or equivalent at C/4.",https://study.ed.ac.uk/programmes/undergraduate/656-anatomy-and-development,http://www.ed.ac.uk/studying,"The fields of anatomy and developmental biology are closely linked.

Knowledge of anatomy is important in many areas of biology and medicine, including developmental biology.

Similarly, developmental biology tells us much about how normal anatomy is formed and maintained.

Understanding the anatomy and development of tissues and organs is essential to the emerging area of tissue repair.",Bachelor of Science (with Honours) - BSc (Hons),English; Mathematics,specified
University of Edinburgh,Ancient And Medieval History,V190,Degree level: Undergraduate,Full-time,4 years,AAB,AAB. Required subjects: A levels: no specific A Level subjects required. GCSEs: English at C or 4.,36 points,36.0,36 points with 665 at HL. Required subjects: HL: no specific subjects required. SL: English at 5.,https://study.ed.ac.uk/programmes/undergraduate/373-ancient-and-medieval-history,http://www.ed.ac.uk/studying,"In MA Ancient and Medieval History you will take a combination of:
Greek and Roman history courses in the classics department
medieval history courses in the history department
Together these will give you a well-rounded experience, bridging the ancient and medieval European and Mediterranean worlds.

In history and classics, we have particular expertise in the history of Late Antiquity, Byzantium and the early medieval west. This means the two subjects are well integrated.",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Ancient History,V110,Degree level: Undergraduate,Full-time,4 years,AAB,AAB. Required subjects: A levels: no specific A Level subjects required. GCSEs: English at C or 4.,36 points,36.0,36 points with 665 at HL. Required subjects: HL: no specific subjects required. SL: English at 5.,https://study.ed.ac.uk/programmes/undergraduate/302-ancient-history,http://www.ed.ac.uk/studying,"In MA Ancient History you will study the history of ancient Greece and Rome.

You will also be able to study other ancient civilisations that came into contact with the Greeks and Romans, such as:
Judaea
Persia
the Byzantine empire
The programme will enable you to contextualise Graeco-Roman history within its wider Mediterranean context. This includes:
religious history
social history
economic history
political history
cultural history
You will work with sources ranging from great historical writers such as Herodotus and Tacitus to inscriptions and papyri, and the results of archaeological excavation. ",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Ancient History And Greek,VQ17,Degree level: Undergraduate,Full-time,4 years,AAB,AAB. Required subjects: A levels: no specific A Level subjects required. GCSEs: English at C or 4.,36 points,36.0,36 points with 665 at HL. Required subjects: HL: no specific subjects required. SL: English at 5.,https://www.google.com/search?q=Ancient+History+And+Greek+undergraduate+University+of+Edinburgh,http://www.ed.ac.uk/studying,"In MA Ancient History and Greek, you will combine the study of the history of the Graeco-Roman world with the study of the ancient Greek language.
The programme is of particular educational value in that it develops the disciplinary skills of the historian with:  
linguistic knowledge
interpretation of literature
The study of Greek will give you access to some of the world’s greatest literature. You will read foundational texts of the western tradition (such as epic, tragedy, philosophy and history) in their original language.

The ability to read texts in Greek will also enrich and deepen your study of ancient history.

You will have the opportunity to:
Study the Greek and Roman civilisations from the Bronze Age to Late Antiquity and Byzantium.
Take courses on other ancient peoples and civilisations such as the Etruscans, the Persians and the Carthaginians.",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Ancient History And Latin,VQ16,Degree level: Undergraduate,Full-time,4 years,AAB,AAB. Required subjects: A levels: no specific A Level subjects required. GCSEs: English at C or 4.,36 points,36.0,36 points with 665 at HL. Required subjects: HL: no specific subjects required. SL: English at 5.,https://www.google.com/search?q=Ancient+History+And+Latin+undergraduate+University+of+Edinburgh,http://www.ed.ac.uk/studying,"In MA Ancient History and Latin, you will combine the study of the history of the Graeco-Roman world with the study of the Latin language.

The programme is of particular educational value in that it develops:
the disciplinary skills of the historian
linguistic knowledge
your ability to interpret literature
The study of Latin will give you access to one of the world's great literatures. You will read foundational texts of the western tradition in their original language, including:
epics
love poetry
oratory
history
The ability to read texts in Latin will also enrich and deepen your study of ancient history.

You will have the opportunity to:
Study the Greek and Roman civilisations from the Bronze Age to Late Antiquity and Byzantium.
Take courses on other ancient peoples and civilisations such as the Etruscans, the Persians and the Carthaginians.",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Ancient Mediterranean Civilisations,VV41,Degree level: Undergraduate,Full-time,4 years,AAB,AAB. Required subjects: A levels: no specific A Level subjects required. GCSEs: English at C or 4.,36 points,36.0,36 points with 665 at HL. Required subjects: HL: no specific subjects required. SL: English at 5.,https://www.google.com/search?q=Ancient+Mediterranean+Civilisations+undergraduate+University+of+Edinburgh,http://www.ed.ac.uk/studying,"This joint degree combines the study of archaeology and classics.

Archaeology is the study of the material remains of past peoples. It offers evidence for reconstructing and understanding the day-to-day lives of the ancient civilisations.

Classics is an interdisciplinary study of the past. This includes study and analysis of language, literature, history, and philosophy.

Bringing together the study of ancient historical sources with the theory and practice of archaeology, in this programme you will explore the ancient Mediterranean civilisations, including:
Greece
Rome
Egypt
the Near East
Study and practical skills

You will develop skills in the critical study of historical texts and the material remains of ancient civilisations. You can choose to study the ancient languages (Greek and Latin), or modern languages.

We emphasise the importance of training in practical archaeological skills. You will have an opportunity to gain hands-on experience of artefact identification and analysis in practical sessions using artefacts from our own Vere Gordon Childe collection.

Fieldwork

You will complete 3 weeks of archaeological fieldwork at the end of Year 1. In later years of study you will also have the option to do:
further fieldwork
projects in heritage management and public engagement
lab-based analysis of archaeological remains",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Animation,W615,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: no specific A Level subjects required. GCSEs: English at C or 4.,34 points,34.0,34 points with 655 at HL. Required subjects: HL: no specific subjects required. SL: English at 5.,https://study.ed.ac.uk/programmes/undergraduate/495-animation,http://www.ed.ac.uk/studying,"Edinburgh College of Art’s Animation programme is Scotland’s oldest established degree-level programme in the subject area.

We typically have between 15 and 20 students in each year group.

We cover the full range of animation methods:
drawn
2D digital
3D digital
stop-frame
We also have a sustainably resourced render farm, running Pixara’s Renderman, which will support parallel processing of projects using Maya, 3DS Max, or Adobe After Effects.

The method you use for each project is up to you, and is driven by conversation with staff to determine which method will best suit your idea and your preferred way of working.

You have a choice of working on projects in a team or on your own.

Awards

Our students have gone on to win, among many others, awards at:
the BAFTAs
Emmys
British Animation Awards
Edinburgh International Film Festival
Adobe Design Achievement Awards
Royal Television Society
Aardman Academy

ECA’s Animation programme has become one of the first partners in the Aardman Academy. This gives our students the opportunity for studio visits to Aardman, and workshops and courses, in person and online with professional animators, writers, directors and producers from one of the UK’s most respected animation studios.

How this programme works

This is a full-time programme. To successfully complete your studies, you are expected to be on campus from 9am until 5pm, five days per week. Contact time generally takes up 20% of that time (this is common at most universities). The remainder is spent putting what you have learned or discussed with tutors into practice in the studio. During this time you are supported in the studios by technical and academic staff, above and beyond lectures and timetabled contact hours.

We expect you to supplement your own learning by working alongside your fellow students across the year groups, benefiting from the diverse range of interests and experiences present in our studios. This is vital to achieve your full potential as an art student in any area, particularly in animation.",Bachelor of Arts (with Honours) - BA (Hons),English,specified
University of Edinburgh,Applied Mathematics,G120,Degree level: Undergraduate,Full-time,4 years,A*AA,A*AA - A*AB in one set of exams. These grades should be achieved in one set of exams. Required subjects: A levels: Mathematics at A*. Your Mathematics qualifications must have been achieved no more than two academic years prior to entry. GCSEs: English at C or 4.,38,38.0,38 points with 766 at HL - 34 points with 765 at HL. Required subjects: HL: Mathematics (Analysis and approaches only) at 7. Your Mathematics qualifications must have been achieved no more than two academic years prior to entry. SL: English at 5.,https://study.ed.ac.uk/programmes/undergraduate/429-applied-mathematics,http://www.ed.ac.uk/studying,"Mathematics at university encourages you to think in an entirely different way.

You will develop a rigorous mindset and be introduced to new mathematical concepts not explored at school level.

This new way of approaching and analysing complex problems is a particularly valuable skill, applicable to many exciting career paths. This makes mathematics graduates very employable.

Areas of study

This programme covers a broad range of mathematical topics, from abstract methods to numerical computation; it also emphasises their application to real-world problems.

The programme's modular structure allows you to specialise in areas of particular mathematical interest, such as mathematical biology or scientific computing.

Optional courses

In addition to your mathematics courses in Years 1 and 2, you will study courses in other subjects. These may be in related areas such as physics or informatics, or from the wide and varied range offered across the University, such as philosophy or languages.

From Year 3 onwards, you will study your degree subject only.

Flexibility between BSc and MMath

You can change between the BSc and MMath Applied Mathematics programmes up until the beginning of Year 4, subject to strong academic performance.

Second year entry

This degree programme offers the option to start your studies in Year 2 and study an accelerated degree programme. This option shortens the length of your degree by a year, meaning the BSc degree takes three years instead of four.

On this route, you will focus on mathematics from the beginning, rather than studying a broader range of subjects in Years 1 and 2.",Bachelor of Science (with Honours) - BSc (Hons),English; Mathematics,specified
University of Edinburgh,Applied Sport Science,C610,Degree level: Undergraduate,Full-time,4 years,AAB,"AAB. Required subjects: A levels: one from Biology, Human Biology, Chemistry, Mathematics, Physics, Psychology or PE at B. GCSEs: English at C or 4.",34 points,34.0,"34 points with 655 at HL. Required subjects: HL: one from Biology, Human Biology, Chemistry, Mathematics, Physics, Psychology or Sport, Exercise and Health Science at 5. SL: English at 5.",https://study.ed.ac.uk/programmes/undergraduate/114-applied-sport-science,http://www.ed.ac.uk/studying,"Applied Sport Science is the study of human responses to sports. This involves the application of scientific principles to the promotion, maintenance and enhancement of sport and exercise-related behaviours.

Our programme is centred on four key disciplines:
physiology
biomechanics
psychology
skill acquisition
You will develop an understanding of the factors that influence participation and performance in sport and exercise.",Bachelor of Science (with Honours) - BSc (Hons),Biology; Chemistry; English; Mathematics; Physics; Psychology,specified
University of Edinburgh,Arabic And Ancient Greek,QQK7,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: no specific A Level subjects required. GCSEs: a language other than English at A or 7 and English at C or 4.,36,36.0,36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: no specific subjects required. SL: a language other than English at 6 and English at 5.,https://study.ed.ac.uk/programmes/undergraduate/580-arabic-and-ancient-greek,http://www.ed.ac.uk/studying,"Classical Greek heritage has been enormously important for Islamic thought. Via Arabic, it has also been of considerable importance to Western thought since the 12th century CE. The long-standing links between Arabic, ancient Greek, and associated civilisations make this an excellent joint honours combination.

Today, Arabic is the main language of more than 350 million people inhabiting a huge swathe of land extending from the Atlantic to the Persian Gulf. It is the sixth most widely spoken language in the world and is one of the six official languages of the United Nations. There are sizeable communities of Arabic speakers in Western Europe and Latin America.

You do not need any prior knowledge of Arabic, or ancient Greek, to take our programme. By Year 3, you will have developed the skills to spend time studying and living abroad.

Knowledge of Arabic provides access to the rich intellectual heritage of Islam and opens the door to a fascinating and varied region. As well as the Middle East, our joint honours programme will also develop your knowledge and understanding of the literature, culture and history of the classical and Islamic Mediterranean.",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Arabic And Business,TN61,Degree level: Undergraduate,Full-time,4 years,ABB,"ABB. Required subjects: A levels: no specific A Level subjects required. GCSEs: Mathematics at B or 6, a language other than English at A or 7, and English at C or 4.",36,36.0,"36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: no specific subjects required. SL: English at 5, a language other than English at 6, and Mathematics at 5.",https://study.ed.ac.uk/programmes/undergraduate/294-arabic-and-business,http://www.ed.ac.uk/studying,"Arabic is the main language of more than 350 million people and the sixth most widely spoken in the world. It is the common language of the 22 countries in the Arab League, and one of the six official languages of the United Nations.

The Middle East and North Africa play a key role in global commerce and industry. This makes Arabic and Business an excellent joint honours combination.

Arabic

Our programme is designed to give you a thorough grounding in both classical and modern Arabic. You will develop skills in writing, reading, listening to and speaking the language.

Through your studies, you will learn to understand, interpret and discuss original material, including Arabic novels, newspapers, and television.

Our courses open the door to a fascinating and varied region. You will study aspects of the Arabic-speaking world, past and present, including the history, societies, cultures and politics of the Middle East.

You do not currently need to know any Arabic, as Year 1 courses are designed for beginners. By Year 3, you will have the skills to spend the year studying in a country in which Arabic is spoken.

Business

Studying business will prepare you for the social, political, environmental and cultural challenges facing contemporary businesses, governments and not-for-profit organisations.

Taught by world-leading industry professionals and researchers, you will develop personal and professional competencies, such as:
authentic leadership
ethical, responsible, sustainable business behaviour
entrepreneurial practice
effective communication
The Business School Student Development team will also provide opportunities for you to develop a range of essential business graduate competencies.

Developing these competencies will enable you to work across a range of roles in contemporary business including:
accountancy and finance
strategy
marketing
human resource management
data analytics
entrepreneurship and innovation
You can also participate in a large number of business societies, business events and peer-support schemes.

Why Edinburgh

The School of Literatures, Languages & Cultures at the University of Edinburgh is recognised in the UK and internationally as a leading institution for the study of Arabic, together with Persian, Islam, and the Middle East.

The University's Business programmes are highly sought-after and accredited by a wide range of leading business education organisations and professional bodies. Leading graduate employers are involved across the curriculum.  

Our programme is very flexible. In Year 1, for example, in addition to your core subjects, you will choose option courses from a wide range of disciplines. You will specialise as you progress through the programme and spend a year studying Arabic abroad.  

When you graduate, you will have the combination of broad cultural education and specialist business and language skills valued by employers worldwide.",Master of Arts (with Honours) - MA (Hons),English; Mathematics,specified
University of Edinburgh,Arabic And French,TR61,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: French or Arabic at B. GCSEs: French at B or 6 (if not at A Level) and English at C or 4.,36,36.0,36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: French or Arabic at 5. SL: French at 5 (if not at HL) and English at 5.,https://study.ed.ac.uk/programmes/undergraduate/297-arabic-and-french,http://www.ed.ac.uk/studying,"Two of the world's most widely spoken languages, Arabic and French make an excellent joint honours programme. Interaction between the two languages and cultures has taken place over many centuries, from the Chansons de Gestes of medieval times to the present. For example, you will see it reflected in the cinema and music of contemporary Europe and North Africa.

Arabic is the main language of more than 350 million people inhabiting a huge swathe of land extending from the Atlantic to the Persian Gulf. It is the sixth most widely spoken language in the world and is one of the six official languages of the United Nations.

Apart from opening the door to a fascinating and varied region, knowledge of Arabic provides access to the rich intellectual heritage of Islam, and to the history, societies, cultures and politics of the Middle East. No prior knowledge of Arabic is required to take this programme.

French is a major world language, spoken in many parts of Europe, Africa and the Americas. French-speaking (francophone) art and thought have played a central part in creating our modern civilisation.

Alongside intensive study of the French language on this programme, you will explore francophone literature and cinema, political history and philosophical ideas. Our courses cover material from the Middle Ages to the 21st century and include specialist options taught by leading experts in key disciplines, including post-colonial studies and gender studies.

Why Edinburgh?

The School of Literatures, Languages & Cultures at the University of Edinburgh is recognised in the UK and internationally as a leading institution for the study of languages in their societal context.

On our joint honours programme in Arabic and French, you will gain written and spoken skills in both languages and explore their impact on world cultures.

We have built a full academic year abroad into our four-year programme, providing complete immersion in both languages in Year 3.

Studying over four years also enables you to choose courses that match your interests, expertise and employability needs. It gives you the blend of specialist skills and Intercultural Competence valued in a range of careers around the globe.",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Arabic And History,TV61,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: no specific A Level subjects required. GCSEs: a language other than English at A or 7 and English at C or 4.,36,36.0,36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: no specific subjects required. SL: a language other than English at 6 and English at 5.,https://study.ed.ac.uk/programmes/undergraduate/465-arabic-and-history,http://www.ed.ac.uk/studying,"Arabic is the main language of more than 350 million people inhabiting land that extends from the Atlantic to the Persian Gulf. It is the sixth most widely spoken language in the world and is one of the six official languages of the United Nations.

Arabic and History make an excellent combination. Our joint honours programme allows you to situate your understanding of the Arabic language, the Middle East and the Islamic world in the wider context of human history. You will spend a year of the programme studying and using your Arabic abroad.

You will learn both classical and modern Arabic and explore the Arabic-speaking world, past and present. Apart from opening the door to a fascinating and varied region, knowledge of Arabic provides access to the rich intellectual heritage of Islam.

Beyond the Middle East, you will develop a thorough understanding of the problems of historical interpretation as applied to a wide range of periods and geographical areas. We offer an exceptional range of history courses, covering:  
the early Middle Ages to the most recent past
Britain and Europe, Asia, Africa, and the Americas
Further, our courses offer a rich variety of approaches to the past, including:  
political history
cultural history
social history
economic history
intellectual history
gender history
global and transnational history
Why Edinburgh

The University of Edinburgh is recognised in the UK and internationally as a leading institution for teaching and research in Islamic and Middle Eastern Studies and in History. Arabic has been taught here since the mid-18th century.

You will have access to over 23,000 resources in the University's collections in Islamic and Middle Eastern Studies, and a regular programme of workshops, film screenings, book launches and guest seminars.

We design our Year 1 courses in Arabic for complete beginners and have built study abroad into the four-year programme, providing complete immersion in Arabic language and culture in Year 3.

Combining a language with history to degree level demonstrates that you are a good communicator and someone open to other cultures and new ideas. This openness to perspectives other than your own is an essential attribute in many careers and a global marketplace.",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Arabic And Persian,T621,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: no specific A Level subjects required. GCSEs: a language other than English at A or 7 and English at C or 4.,36,36.0,36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: no specific subjects required. SL: a language other than English at 6 and English at 5.,https://study.ed.ac.uk/programmes/undergraduate/287-arabic-and-persian,http://www.ed.ac.uk/studying,"This wide-ranging joint honours programme is your opportunity to learn the languages spoken by more than 470 million people worldwide. Together, Arabic and Persian open the door to a fascinating and varied region taking in the Middle East, North Africa and Central Asia. They are also your gateway to the rich intellectual heritage of Islam.

Arabic is the sixth most widely spoken language in the world and is one of the six official languages of the United Nations. Persian is the national language of Iran, where it is indigenously known as Farsi, and spoken as Dari in Afghanistan and Tajik in Tajikistan.

Language learning in its cultural context

Our four-year programme is designed to give you a thorough grounding in both classical and modern Arabic and Persian.

You can start each language as a complete beginner, and develop advanced skills over your four years, including in translation.

You will gain the confidence to express yourself in modern Arabic and Persian, both written and spoken, on a wide range of topical issues.

Your language learning will open up a wealth of original material enriching your study of:
society, religion and culture
history and politics
literature, art, and cinema
Why Edinburgh

The University of Edinburgh is recognised in the UK and internationally as a leading institution for teaching and research in Arabic, Persian, Islam, and the Middle East.

Arabic has been taught here since the mid 18th century and, today, we are the only university in Scotland to offer courses in the Muslim world’s three main languages.

You will have access to over 23,000 resources in the University's collections in Islamic and Middle Eastern Studies, and a regular programme of workshops, film screenings, book launches and guest seminars.

Studying over four years gives you the blend of specialist skills and Intercultural Competence needed for a range of careers around the globe. Your language learning and cultural awareness will make you ideally placed to work with displaced people from Arab- and Persian-speaking countries now living in Europe and other parts of the world, and with international organisations advancing refugee issues, rights and spaces.",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Arabic And Politics,TL62,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: no specific A Level subjects required. GCSEs: a language other than English at A or 7 and English at C or 4.,36,36.0,36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: no specific subjects required. SL: a language other than English at 6 and English at 5.,https://study.ed.ac.uk/programmes/undergraduate/291-arabic-and-politics,http://www.ed.ac.uk/studying,"Arabic is the main language of more than 350 million people inhabiting a huge swathe of land extending from the Atlantic to the Persian Gulf. It is the sixth most widely spoken language in the world and is one of the six official languages of the United Nations.

The Arab world is Europe's immediate neighbour and plays a central role in global politics. This makes Arabic and Politics an excellent joint honours combination.

Arabic

Our programme is designed to give you a thorough grounding in both classical and modern Arabic. You will develop skills in writing, reading, listening to and speaking the language. 
You do not currently need to know any Arabic, as Year 1 courses are designed for beginners. By Year 3, you will have the skills to spend the year studying in a country in which Arabic is spoken.

The Arabic language opens the door to a fascinating and varied region, providing access to the history, societies, politics and cultures of the Middle East. In our courses, you will study aspects of the Arabic-speaking world, past and present.

Your year abroad will provide complete immersion in Arabic language and culture.  

Politics

Politics studies the theory and practice of how societies are governed:
How do our political institutions create collective rules?
Who has the power to make collective rules?
What are the consequences of political decisions?
What is the nature of a just society, and how do we get there?
Drawing on the expertise of leading academics and researchers in the field, you will explore the origins and present-day contexts of societal conflicts about power, participation, and resources. You will not only study the processes of governance at the local, national, and international levels, but also the morality of political action, and the limits of freedom and justice.

Why Edinburgh?

The University of Edinburgh is recognised in the UK and internationally as a leading institution for the research-led study of Arabic, politics, and the Middle East.

In Year 2, in addition to Arabic and Politics, you will choose an option course from a wide range of disciplines. You will specialise as you progress through the programme and spend a year studying abroad.

When you graduate, you will have the combination of intercultural competence and specialist knowledge valued by employers worldwide.

Our community is truly international. There is always plenty going on, and you will always find someone to talk to about your academic studies, leisure interests or life in Edinburgh.",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Arabic And Social Anthropology,LT66,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: no specific A Level subjects required. GCSEs: a language other than English at A or 7 and English at C or 4.,36,36.0,36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: no specific subjects required. SL: a language other than English at 6 and English at 5.,https://study.ed.ac.uk/programmes/undergraduate/159-arabic-and-social-anthropology,http://www.ed.ac.uk/studying,"Arabic is the main language of more than 350 million people inhabiting a huge swathe of land extending from the Atlantic to the Persian Gulf. It is the sixth most widely spoken language in the world and is one of the six official languages of the United Nations.

Combining Arabic with Social Anthropology enables you to learn the Arabic language while engaging in the comparative study of human behaviour and ideas in a range of contexts:
social
cultural
religious
political
Arabic

Our programme is designed to give you a thorough grounding in both classical and modern Arabic. It enables you to access a wide range of original material, from pre-Islamic poetry and Islamic religious texts to contemporary sources, Arabic novels, newspapers, and television.

You do not currently need to know any Arabic, as Year 1 courses are designed for beginners. By Year 3, you will have the skills to spend the year studying in a country in which Arabic is spoken.

You will learn to:
read, write and translate Arabic
listen to and speak the language
Our courses open the door to a fascinating and varied region, shining a light on its history, societies, politics and cultures. You will study aspects of the Arabic-speaking world, past and present.  

Social Anthropology

At the heart of Social Anthropology is the common humanity that underlies the world's many different societies.  

The discipline overlaps with sociology, human geography, and development studies, and is also closely linked to history and philosophy.

On our courses, you will learn what anthropology contributes to some of the most important issues facing us today.

You will also build up the theoretical tools and practical techniques to engage in your own original anthropological research.  

Why Edinburgh

The University of Edinburgh is recognised in the UK and internationally as a leading institution for the research-led study of Arabic, together with Persian, Islam, and the Middle East.  

Our programme gives you a choice of courses in different periods of Islamic and Middle Eastern History and, in Year 2, the option to take an additional course in the humanities and social sciences. You will specialise as you progress through the programme and spend a year studying abroad.  

You will have the opportunity to learn from researchers who are international leaders in their field. You will also engage in original anthropological research, which may be library-based or involve fieldwork.  

When you graduate, you will have the combination of intercultural competence and specialist knowledge valued by employers worldwide. ",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Arabic And Spanish,TR64,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: Spanish or Arabic at B. GCSEs: English at C or 4.,36,36.0,36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: Spanish or Arabic at 5. SL: English at 5.,https://study.ed.ac.uk/programmes/undergraduate/298-arabic-and-spanish,http://www.ed.ac.uk/studying,"Two of the world's most widely spoken languages, Arabic and Spanish make an excellent joint honours programme. Interaction between the two languages and cultures has taken place over many centuries, most obviously in Islamic Spain between 711 and 1492, and continues to the present day.  

Arabic is the main language of more than 350 million people inhabiting a huge swathe of land extending from the Atlantic to the Persian Gulf. It is the sixth most widely spoken language in the world and is one of the six official languages of the United Nations.  

Apart from opening the door to a fascinating and varied region, knowledge of Arabic provides access to the rich intellectual heritage of Islam, and to the history, societies, cultures and politics of the Middle East. No prior knowledge of Arabic is required to take this programme.  

Studying Spanish at the University of Edinburgh, you will be immersed in an extraordinary range of literature, film, poetry and theatre from around the world, explored in historical context. You will learn how to discern different varieties and registers of Spanish, and gain crucial intercultural competencies.

Spanish at Edinburgh celebrated its centenary in 2019, and our wide-ranging courses are taught by leading experts in their field, inviting you to explore the diverse and rich cultures of Spain, Latin America and the Caribbean.

Why Edinburgh?

On our joint honours programme in Arabic and Spanish, you will gain written and spoken skills in both languages and explore their impact on world cultures.

Over the course of your time with us, you will benefit from our resources and our excellent record in teaching and research.

We have built a full academic year abroad into our four-year programme, providing complete immersion in both languages in Year 3.

Studying over four years also enables you to choose courses that match your own interests, expertise and employability needs. It gives you the blend of specialist skills and Intercultural Competence valued in a range of careers around the globe. ",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Arabic With Islamic And Middle Eastern Studies,T622,Degree level: Undergraduate,Full-time,4 years,ABB,ABB. Required subjects: A levels: no specific A Level subjects required. GCSEs: a language other than English at A or 7 and English at C or 4.,36,36.0,36 points with 665 at HL - 34 points with 655 at HL. Required subjects: HL: no specific subjects required. SL: a language other than English at 6 and English at 5.,https://study.ed.ac.uk/programmes/undergraduate/286-arabic-with-islamic-and-middle-eastern-studies,http://www.ed.ac.uk/studying,"Two of the world's most widely spoken languages, Arabic and Spanish make an excellent joint honours programme. Interaction between the two languages and cultures has taken place over many centuries, most obviously in Islamic Spain between 711 and 1492, and continues to the present day.  

Arabic is the main language of more than 350 million people inhabiting a huge swathe of land extending from the Atlantic to the Persian Gulf. It is the sixth most widely spoken language in the world and is one of the six official languages of the United Nations.  

Apart from opening the door to a fascinating and varied region, knowledge of Arabic provides access to the rich intellectual heritage of Islam, and to the history, societies, cultures and politics of the Middle East. No prior knowledge of Arabic is required to take this programme.  

Studying Spanish at the University of Edinburgh, you will be immersed in an extraordinary range of literature, film, poetry and theatre from around the world, explored in historical context. You will learn how to discern different varieties and registers of Spanish, and gain crucial intercultural competencies.

Spanish at Edinburgh celebrated its centenary in 2019, and our wide-ranging courses are taught by leading experts in their field, inviting you to explore the diverse and rich cultures of Spain, Latin America and the Caribbean.

Why Edinburgh?

On our joint honours programme in Arabic and Spanish, you will gain written and spoken skills in both languages and explore their impact on world cultures.

Over the course of your time with us, you will benefit from our resources and our excellent record in teaching and research.

We have built a full academic year abroad into our four-year programme, providing complete immersion in both languages in Year 3.

Studying over four years also enables you to choose courses that match your own interests, expertise and employability needs. It gives you the blend of specialist skills and Intercultural Competence valued in a range of careers around the globe. ",Master of Arts (with Honours) - MA (Hons),English,specified
University of Edinburgh,Archaeology,V400,Degree level: Undergraduate,Full-time,4 years,AAB,AAB. Required subjects: A levels: no specific A Level subjects required. GCSEs: English at C or 4.,36 points,36.0,36 points with 665 at HL. Required subjects: HL: no specific subjects required. SL: English at 5.,https://www.google.com/search?q=Archaeology+undergraduate+University+of+Edinburgh,http://www.ed.ac.uk/studying,"Archaeology is the study of the human past from our origins several million years ago to recent times. 
While historians are primarily concerned with oral, written and transcribed accounts of the past, archaeologists use material remains to study the lives, societies and cultures of past peoples. 

What the programme covers
This programme: 
covers current thinking on some of the best known and most spectacular archaeological sites
considers the most pressing questions in archaeological research
provides an introduction to the tools and skills archaeologists use to reconstruct the past
Our teaching is multidisciplinary, reflecting the broad range of disciplines that underpin archaeological method and theory. 
You can study a broad range of time periods and different approaches to reconstructing the past. These include: 
human evolution
later hunter-gatherers
the first farmers
the later prehistoric societies of the Iron Age
Our geographical scope reaches from the north of Scotland over central and southern Europe, the western and eastern Mediterranean to Egypt and the Near East. We also specialise in osteology, the study of the skeletal remains of humans and animals. 
In Years 3 and 4 you can choose to specialise in a specific time period, geographic area or culture. 

Practical skills 
We emphasise the importance of training in practical archaeological skills.

You will have an opportunity to gain hands-on experience of artefact identification and analysis in practical sessions using artefacts from our own Vere Gordon Childe collection.

Fieldwork
At the end of Year 1, you will complete 3 weeks of archaeological fieldwork. In later years of study you will also have the option to complete: 
further fieldwork
projects in heritage management and public engagement
lab-based analysis of archaeological remains",Master of Arts (with Honours) - MA (Hons),English,specified
